0,time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
701,2022-06-06 07:59:15,861ed6,34.862529,134.043188,182.76958,258.225266,0.0,ANA261,0.0,0.0,0.0,2333.0,10561.32,10965.18,1654502354.7755,1654502354.819
702,2022-06-06 10:25:30,861ed6,34.339491,135.842915,287.078651,79.463188,0.0,ANA266,0.0,0.0,0.0,1712.0,9486.9,9776.46,1654511129.904,1654511129.947
703,2022-06-06 22:21:25,861ede,34.974292,134.823246,190.502718,257.245414,0.0,JAL303,0.0,0.0,0.0,4614.0,12161.52,12485.37,1654554084.522,1654554084.9275
704,2022-06-06 01:21:25,861ede,34.428749,136.257766,278.181105,77.548709,0.0,JAL306,0.0,0.0,0.0,2153.0,8934.45,9273.54,1654478484.611,1654478484.9125
705,2022-06-06 05:42:05,861ef8,34.762558,137.12602,145.76329,261.193207,-2.60096,ANA27,0.0,0.0,0.0,462.0,5337.81,5402.58,1654494124.767,1654494124.786
706,2022-06-06 07:47:45,861ef8,34.897018,139.646244,164.369479,97.762486,-0.48768,ANA32,0.0,0.0,0.0,2227.0,4088.13,4076.7,1654501663.9415,1654501664.5755
707,2022-06-06 09:15:50,861f00,34.765228,136.906352,140.23483,261.609373,-3.57632,JAL131,0.0,0.0,0.0,2307.0,4945.38,4991.1,1654506949.728,1654506949.913
708,2022-06-06 11:03:20,861f00,34.820748,138.826437,213.783516,86.319378,-3.2512,JAL134,0.0,0.0,0.0,2027.0,4518.66,4503.42,1654513399.833,1654513399.833
709,2022-06-06 04:09:30,861f00,34.849424,133.978271,187.410191,257.807728,0.0,JAL317,0.0,0.0,0.0,1746.0,11635.74,12123.42,1654488569.972,1654488569.972
710,2022-06-06 07:01:35,861f00,34.537399,137.35999,262.12741,81.345304,0.0,JAL318,0.0,0.0,0.0,3360.0,7379.97,7585.71,1654498894.487,1654498894.932
711,2022-06-06 23:05:10,861f1a,34.943274,134.447136,187.410191,256.192481,0.0,ANA1075,0.0,0.0,0.0,2322.0,11811.0,12123.42,1654556709.915,1654556709.993
712,2022-06-06 01:28:55,861f3c,34.512107,136.793003,270.642034,79.29401,0.0,ANA1076,0.0,0.0,0.0,3402.0,8481.06,8774.43,1654478934.817,1654478934.9085
713,2022-06-06 22:42:05,861f3c,34.769913,137.122996,171.813125,254.613801,-0.32512,ANA13,0.0,0.0,0.0,2317.0,5116.83,5139.69,1654555324.6105,1654555324.7895
714,2022-06-06 01:43:45,861f5e,34.759328,138.789566,193.956244,89.653806,-4.22656,ANA20,0.0,0.0,0.0,4630.0,4488.18,4507.23,1654479824.914,1654479824.914
715,2022-06-06 03:55:15,861f5e,34.764513,137.140102,168.987214,256.563707,-1.78816,ANA23,0.0,0.0,0.0,4763.0,5017.77,5055.87,1654487714.906,1654487714.906
716,2022-06-06 06:03:05,861f5e,34.996902,139.668868,162.104532,104.165952,-0.65024,ANA28,0.0,0.0,0.0,2263.0,3444.24,3383.28,1654495384.493,1654495384.8775
717,2022-06-06 07:56:10,861f5e,34.767151,136.928549,170.534888,263.870919,-0.32512,ANA33,0.0,0.0,0.0,3367.0,4632.96,4632.96,1654502169.38,1654502169.624
718,2022-06-06 04:16:10,86222e,34.767725,137.14159,177.87343,257.35647,-0.32512,JAL117,0.0,0.0,0.0,3454.0,6751.32,5753.1,1654489104.9615,1654488969.978
719,2022-06-06 06:16:40,86222e,34.926096,139.644699,168.42444,98.049062,-2.60096,JAL120,0.0,0.0,0.0,2253.0,3474.72,3421.38,1654496199.485,1654496199.485
720,2022-06-06 02:51:05,862250,34.423944,136.503863,263.856822,79.334748,0.0,JAL310,0.0,0.0,0.0,4777.0,8740.14,9060.18,1654483864.968,1654483864.968
721,2022-06-06 22:30:50,862a60,34.936989,134.415092,178.317006,257.706827,0.0,ANA239,0.0,0.0,0.0,2155.0,11826.24,12222.48,1654554649.84,1654554649.921
722,2022-06-06 13:03:55,863188,34.383623,136.209412,269.189859,80.623478,-0.16256,ANA274,0.0,0.0,0.0,2417.0,8633.46,8926.83,1654520634.944,1654520634.958
723,2022-06-06 00:45:00,868041,34.441086,136.369535,263.743252,79.95342,0.0,SKY004,0.0,0.0,0.0,4625.0,8313.42,8633.46,1654476299.425,1654476299.974
724,2022-06-06 22:27:25,86808a,34.958706,134.525385,182.352076,256.349581,0.0,SKY001,0.0,0.0,0.0,455.0,10374.63,10671.81,1654554444.654,1654554444.9815
725,2022-06-06 03:54:50,86808a,34.890763,134.275532,176.051877,257.129615,0.0,SKY011,0.0,0.0,0.0,2275.0,11010.9,11498.58,1654487689.874,1654487689.918
726,2022-06-06 06:49:55,86808a,34.567364,137.590227,244.178392,80.75992,0.0,SKY014,0.0,0.0,0.0,7373.0,6316.98,6480.81,1654498194.413,1654498194.8745
727,2022-06-06 03:25:05,8681a8,34.905762,134.258479,179.802778,257.505666,0.0,SKY009,0.0,0.0,0.0,2142.0,11590.02,12081.51,1654485904.8065,1654485904.895
728,2022-06-06 05:54:20,8681a8,34.542412,137.542763,236.700151,79.393702,0.0,SKY012,0.0,0.0,0.0,1774.0,6316.98,6499.86,1654494859.958,1654494859.958
729,2022-06-06 08:24:05,8681a8,34.927237,134.365663,176.184115,256.326524,0.0,SKY019,0.0,0.0,0.0,4667.0,11807.19,12245.34,1654503844.829,1654503844.9625
730,2022-06-06 10:45:20,8681a8,34.418304,136.194935,275.741984,76.527866,0.0,SKY022,0.0,0.0,0.0,421.0,8107.68,8305.8,1654512319.521,1654512319.994
731,2022-06-06 02:07:45,8681ad,34.376164,136.291914,264.527285,78.60709,0.0,SKY008,0.0,0.0,0.0,4677.0,8526.78,8862.06,1654481264.5305,1654481264.9055
732,2022-06-06 05:07:55,8681ad,34.8835,134.233875,178.391196,256.825708,0.0,SKY013,0.0,0.0,0.0,2210.0,10965.18,11361.42,1654492074.815,1654492074.927
733,2022-06-06 07:29:45,8681ad,34.560397,137.805287,239.156685,81.06341,0.0,SKY016,0.0,0.0,0.0,407.0,5364.48,5448.3,1654500584.886,1654500584.989
734,2022-06-06 10:06:10,8681ad,34.880475,134.230556,181.099633,257.07925,0.0,SKY021,0.0,0.0,0.0,2101.0,10949.94,11338.56,1654509969.738,1654509969.98
735,2022-06-06 12:23:25,8681ad,34.374708,136.201172,287.409592,80.660884,0.0,SKY024,0.0,0.0,0.0,406.0,7920.99,8130.54,1654518204.615,1654518204.924
736,2022-06-06 05:47:40,8681ae,34.811391,134.119091,176.460291,258.590538,0.0,SKY015,0.0,0.0,0.0,2420.0,11445.24,11871.96,1654494459.514,1654494459.87
737,2022-06-06 08:23:00,8681ae,34.61792,137.884584,223.411486,83.441867,0.0,SKY018,0.0,0.0,0.0,457.0,5791.2,5913.12,1654503779.656,1654503779.887
738,2022-06-06 10:58:30,8681ae,34.900585,134.232731,178.639522,255.44795,0.0,SKY025,0.0,0.0,0.0,2151.0,10728.96,11071.86,1654513109.718,1654513109.977
739,2022-06-06 13:15:00,8681ae,34.36702,136.154013,280.537591,80.320965,-0.32512,SKY026,0.0,0.0,0.0,465.0,8648.7,8892.54,1654521299.968,1654521299.968
740,2022-06-06 22:45:15,8681b5,34.445816,136.519461,265.360282,79.354301,0.0,SKY002,0.0,0.0,0.0,425.0,7860.03,8065.77,1654555514.9555,1654555514.956
741,2022-06-06 12:15:50,8681b5,34.918533,134.382187,179.796522,256.968138,0.0,SKY027,0.0,0.0,0.0,2255.0,7924.8,8061.96,1654517749.927,1654517749.927
742,2022-06-06 02:45:40,8681b6,34.944397,134.452701,179.985569,257.995224,0.0,SKY903,0.0,0.0,0.0,2043.0,12192.0,12672.06,1654483539.547,1654483539.852
743,2022-06-06 05:16:45,8681b6,34.547191,137.243351,238.933047,79.483653,0.0,SKY904,0.0,0.0,0.0,7344.0,6846.57,7029.45,1654492604.94,1654492604.94
744,2022-06-06 01:43:25,8681b7,34.7575,134.237908,182.688111,260.669331,0.0,SKY007,0.0,0.0,0.0,443.0,8545.83,8812.53,1654479804.8555,1654479804.93
745,2022-06-06 04:10:35,8681b7,34.589523,138.06201,230.91659,80.702681,0.0,SKY010,0.0,0.0,0.0,7302.0,6076.95,6233.16,1654488634.4865,1654488634.8605
746,2022-06-06 07:16:00,8681b7,34.856919,134.214191,178.452015,257.57957,0.0,SKY017,0.0,0.0,0.0,3467.0,10873.74,11300.46,1654499759.976,1654499759.976
747,2022-06-06 09:34:30,8681b7,34.408109,136.302509,274.0012,81.144673,0.0,SKY020,0.0,0.0,0.0,2133.0,8328.66,8587.74,1654508069.695,1654508069.695
748,2022-06-06 09:45:55,86ce8e,34.770541,137.185764,161.902808,257.895363,-1.46304,ANA37,0.0,0.0,0.0,7356.0,5570.22,5707.38,1654508754.8605,1654508754.8705
749,2022-06-06 11:57:00,86ce8e,34.758499,138.547407,191.942083,89.866754,-0.65024,ANA40,0.0,0.0,0.0,442.0,4434.84,4488.18,1654516619.74,1654516619.74
750,2022-06-06 04:54:55,86ceb0,34.768845,137.119607,154.881395,258.906277,-0.32512,ANA25,0.0,0.0,0.0,2233.0,5570.22,5718.81,1654491294.655,1654491294.9305
751,2022-06-06 06:53:05,86ceb0,35.084153,139.699781,152.283616,149.23728,-0.65024,ANA30,0.0,0.0,0.0,2220.0,2876.55,2846.07,1654498384.774,1654498384.9145
752,2022-06-06 09:03:55,86ceb0,34.767446,137.143762,168.703907,259.655143,-3.57632,ANA35,0.0,0.0,0.0,2442.0,5002.53,5101.59,1654506234.4965,1654506234.8385
753,2022-06-06 10:48:00,86ceb0,34.820189,139.059056,171.455009,96.366176,-4.22656,ANA38,0.0,0.0,0.0,2245.0,3596.64,3604.26,1654512479.725,1654512479.97
754,2022-06-06 02:41:40,86ced2,34.824829,134.130903,195.535421,258.349701,-0.32512,ANA249,0.0,0.0,0.0,3457.0,9951.72,10382.25,1654483299.461,1654483299.64
755,2022-06-06 05:46:55,86ced2,34.613055,137.806664,224.390547,79.309234,-0.65024,ANA254,0.0,0.0,0.0,3410.0,5779.77,5955.03,1654494414.444,1654494414.736
756,2022-06-06 11:11:15,86ced2,34.648165,136.064072,141.481428,258.010136,-0.32512,ANA41,0.0,0.0,0.0,404.0,3810.0,3825.24,1654513874.5325,1654513874.9205
757,2022-06-06 03:01:55,86d1de,34.536598,136.979389,252.008883,79.090793,-0.32512,ANA248,0.0,0.0,0.0,3474.0,7082.79,7326.63,1654484514.608,1654484514.927
758,2022-06-06 05:54:40,86d1de,34.858688,134.215279,196.452955,257.678901,-0.32512,ANA255,0.0,0.0,0.0,2431.0,10165.08,10607.04,1654494879.718,1654494879.856
759,2022-06-06 08:25:30,86d1de,34.604187,137.821356,223.844037,83.137234,-0.32512,ANA260,0.0,0.0,0.0,2413.0,5684.52,5844.54,1654503929.778,1654503929.953
760,2022-06-06 10:54:20,86d1de,34.728241,136.402073,152.061501,253.37482,-2.60096,ANA39,0.0,0.0,0.0,2007.0,4168.14,4210.05,1654512859.93,1654512859.93
761,2022-06-06 00:59:25,86d200,34.772147,136.84433,139.661828,253.807568,-0.32512,ANA17,0.0,0.0,0.0,3422.0,4282.44,4347.21,1654477164.5295,1654477164.896
762,2022-06-06 22:52:10,86d200,34.428909,136.415443,255.299023,78.615301,-0.32512,ANA240,0.0,0.0,0.0,2235.0,8138.16,8393.43,1654555929.881,1654555929.881
763,2022-06-06 11:35:50,86d200,34.87284,134.295959,196.316171,257.741453,-0.32512,ANA271,0.0,0.0,0.0,2012.0,10363.2,10668.0,1654515349.804,1654515349.96
764,2022-06-06 08:47:50,86d200,34.818192,139.486626,159.038929,97.281669,-2.92608,ANA34,0.0,0.0,0.0,3453.0,4099.56,4130.04,1654505269.792,1654505269.792
765,2022-06-06 04:44:15,86d222,34.81958,133.832485,195.966697,256.721185,-0.32512,ANA253,0.0,0.0,0.0,3376.0,9753.6,10104.12,1654490654.8055,1654490654.814
766,2022-06-06 07:41:00,86d222,34.639241,138.242226,218.45221,82.301313,-0.32512,ANA258,0.0,0.0,0.0,2117.0,5585.46,5676.9,1654501259.883,1654501259.883
767,2022-06-06 10:58:30,86d288,34.94957,134.478542,185.37267,255.618605,-0.32512,ANA269,0.0,0.0,0.0,3362.0,11650.98,11079.48,1654513109.977,1654513109.977
768,2022-06-06 00:54:30,86d2ee,34.478897,136.868292,248.579213,80.503141,-0.32512,ANA244,0.0,0.0,0.0,4615.0,6941.82,7162.8,1654476869.735,1654476869.838
769,2022-06-06 03:32:55,86d2ee,34.879486,134.127175,192.166352,259.434127,-0.32512,ANA251,0.0,0.0,0.0,4616.0,9944.1,10447.02,1654486374.8145,1654486374.9515
770,2022-06-06 06:10:50,86d2ee,34.525746,137.007751,262.772134,82.862547,-0.32512,ANA256,0.0,0.0,0.0,2236.0,6652.26,6850.38,1654495849.615,1654495849.615
771,2022-06-06 09:13:30,86d2ee,34.939736,134.626637,204.560556,257.626045,-0.32512,ANA265,0.0,0.0,0.0,2435.0,10454.64,10835.64,1654506809.575,1654506809.87
772,2022-06-06 11:39:25,86d2ee,34.377251,135.94076,269.935336,79.072133,-0.32512,ANA270,0.0,0.0,0.0,7322.0,8591.55,8888.73,1654515564.8255,1654515564.941
773,2022-06-06 08:40:15,86d310,34.907312,133.57912,183.89772,259.296859,-0.32512,ANA263,0.0,0.0,0.0,2120.0,9745.98,10012.68,1654504814.879,1654504814.9675
774,2022-06-06 11:19:00,86d310,34.470337,136.658207,266.33149,82.006932,-0.32512,ANA268,0.0,0.0,0.0,2264.0,7223.76,7429.5,1654514339.684,1654514339.905
775,2022-06-06 22:00:40,86d310,34.769028,137.053413,172.865432,254.992125,-2.92608,ANA985,0.0,0.0,0.0,2167.0,4152.9,4244.34,1654552839.566,1654552839.989
776,2022-06-06 10:13:50,86d594,34.81735,133.82206,181.20263,256.51694,-0.32512,ANA267,0.0,0.0,0.0,1766.0,9837.42,10187.94,1654510429.79,1654510429.852
777,2022-06-06 12:39:10,86d594,34.424728,136.235561,256.437305,78.550662,-0.32512,ANA272,0.0,0.0,0.0,4614.0,7955.28,8214.36,1654519149.905,1654519149.905
778,2022-06-06 02:38:55,86d5fa,34.475189,136.762605,250.461521,78.651276,-0.32512,ANA246,0.0,0.0,0.0,3424.0,8107.68,8454.39,1654483134.7595,1654483134.7595
779,2022-06-06 06:44:50,86d5fa,34.868138,134.07114,184.946017,256.487469,-0.32512,ANA257,0.0,0.0,0.0,2315.0,10439.4,10850.88,1654497889.944,1654497889.944
780,2022-06-06 09:12:15,86d5fa,34.427497,137.062254,245.579375,79.845726,-1.6256,ANA262,0.0,0.0,0.0,2026.0,7536.18,7776.21,1654506734.6685,1654506734.9545
781,2022-06-06 01:05:40,86d61c,34.806177,134.099007,198.31199,258.411394,-0.32512,ANA245,0.0,0.0,0.0,4613.0,10187.94,10637.52,1654477539.715,1654477539.837
782,2022-06-06 03:52:50,86d61c,34.785873,139.113371,189.581514,79.016303,-0.32512,ANA250,0.0,0.0,0.0,4611.0,3703.32,3741.42,1654487569.64,1654487569.64
783,2022-06-06 11:51:05,86d61c,34.727256,133.396991,186.825352,258.15566,-0.32512,ANA273,0.0,0.0,0.0,4610.0,9422.13,9570.72,1654516264.781,1654516264.9625
784,2022-06-06 01:42:00,86d9b0,34.767471,137.25523,167.630612,259.936786,-3.2512,ANA19,0.0,0.0,0.0,3455.0,5890.26,6084.57,1654479719.895,1654479719.895
785,2022-06-06 04:01:10,86d9b0,34.980422,139.808144,112.79588,138.22104,-0.32512,ANA24,0.0,0.0,0.0,3462.0,1638.3,1584.96,1654488069.805,1654488069.806
786,2022-06-06 01:31:20,86dd6e,34.834076,133.902488,202.845602,256.068311,-0.32512,JAL311,0.0,0.0,0.0,2167.0,11772.9,12306.3,1654479079.77,1654479079.954
787,2022-06-06 04:19:15,86dd6e,34.59922,138.515682,195.117087,82.336959,-0.32512,JAL312,0.0,0.0,0.0,2002.0,6598.92,6842.76,1654489154.602,1654489154.9535
788,2022-06-06 07:28:25,86dd6e,34.778185,133.779463,189.91068,257.285442,-0.32512,JAL323,0.0,0.0,0.0,2230.0,11410.95,10359.39,1654500504.608,1654500504.7365
789,2022-06-06 09:54:00,86dd6e,34.42943,136.26646,280.705934,82.274857,-0.32512,JAL326,0.0,0.0,0.0,2475.0,7673.34,7901.94,1654509239.95,1654509239.95
790,2022-06-06 22:10:20,86dd90,34.765165,137.09738,179.540956,254.598072,-0.65024,JAL101,0.0,0.0,0.0,4622.0,4701.54,4777.74,1654553419.907,1654553419.908
791,2022-06-06 02:04:25,86dd90,34.77298,138.890509,183.18063,92.731506,-2.92608,JAL112,0.0,0.0,0.0,7344.0,4560.57,4655.82,1654481064.8795,1654481064.8985
792,2022-06-06 05:17:40,86dd90,34.772008,137.081405,167.842036,260.724537,-0.97536,JAL119,0.0,0.0,0.0,3437.0,4815.84,5006.34,1654492659.515,1654492659.698
793,2022-06-06 07:27:00,86dd90,34.95682,139.656216,162.193514,101.515949,-2.60096,JAL124,0.0,0.0,0.0,2350.0,4076.7,4114.8,1654500419.892,1654500419.892
794,2022-06-06 09:49:45,86dd90,34.767306,137.151001,163.513094,255.913168,-0.32512,JAL133,0.0,0.0,0.0,4776.0,4766.31,4869.18,1654508984.7045,1654508984.9545
795,2022-06-06 11:51:35,86dd90,34.776919,138.766537,199.066687,90.399964,-3.90144,JAL138,0.0,0.0,0.0,3420.0,3985.26,4030.98,1654516294.5665,1654516294.8385
796,2022-06-06 22:54:45,86ddb2,34.797901,138.737316,199.551254,91.51241,-0.32512,JAL102,0.0,0.0,0.0,4732.0,3958.59,4000.5,1654556084.165,1654556084.492
797,2022-06-06 01:19:10,86ddb2,34.768284,136.822329,141.953922,249.209275,-2.27584,JAL111,0.0,0.0,0.0,2341.0,4114.8,4175.76,1654478349.787,1654478349.795
798,2022-06-06 03:09:30,86ddb2,34.757018,138.965893,180.781507,90.0,-1.95072,JAL114,0.0,0.0,0.0,2466.0,3794.76,3825.24,1654484969.767,1654484969.767
799,2022-06-06 06:01:15,86ddb2,34.768749,137.096128,182.795277,257.510532,-1.78816,JAL121,0.0,0.0,0.0,7303.0,5063.49,5177.79,1654495274.668,1654495274.9345
800,2022-06-06 08:24:00,86ddb2,34.825915,139.638462,162.827824,92.675427,-3.2512,JAL126,0.0,0.0,0.0,2013.0,3627.12,3634.74,1654503839.585,1654503839.585
801,2022-06-06 10:40:25,86ddb2,34.764653,136.808544,150.722539,254.997379,-0.32512,JAL137,0.0,0.0,0.0,1745.0,4263.39,4305.3,1654512024.5965,1654512024.933
802,2022-06-06 23:18:40,86ddd4,34.786858,138.945179,184.412209,106.328028,-3.57632,JAL104,0.0,0.0,0.0,7323.0,4122.42,4168.14,1654557519.75,1654557519.75
803,2022-06-06 02:08:30,86ddd4,34.807663,137.173387,185.987693,255.861928,-0.65024,JAL113,0.0,0.0,0.0,7314.0,4754.88,4918.71,1654481309.896,1654481309.953
804,2022-06-06 04:25:55,86ddd4,34.8479,139.21616,157.560596,98.34214,-2.92608,JAL116,0.0,0.0,0.0,427.0,4030.98,4069.08,1654489554.716,1654489554.716
805,2022-06-06 06:55:10,86ddd4,34.768524,137.135239,179.215633,263.305771,-0.32512,JAL125,0.0,0.0,0.0,2443.0,4709.16,4815.84,1654498509.939,1654498509.97
806,2022-06-06 09:00:00,86ddd4,34.786811,138.941401,183.140965,96.686058,-3.90144,JAL128,0.0,0.0,0.0,2306.0,4568.19,4644.39,1654505999.5585,1654505999.6445
807,2022-06-06 11:19:15,86ddd4,34.65586,136.138601,137.28572,259.198636,-0.32512,JAL139,0.0,0.0,0.0,7324.0,4114.8,4145.28,1654514354.445,1654514354.865
808,2022-06-06 23:14:15,8733bc,34.75008,139.140558,177.987013,91.110007,-3.90144,ANA14,0.0,0.0,0.0,2303.0,3691.89,3714.75,1654557254.5095,1654557254.7185
809,2022-06-06 00:55:30,89907d,22.495743,117.772189,231.170894,243.840217,0.32512,EVA851,0.0,0.0,0.0,NaN,8458.2,9006.84,1654476916.298,1654476916.298
810,2022-06-06 02:57:00,899095,22.554559,117.870636,254.770308,242.36181,0.0,EVA867,0.0,0.0,0.0,NaN,8183.88,8732.52,1654484205.876,1654484209.987
811,2022-06-06 17:50:35,8990a0,37.393644,-119.190926,218.040824,263.331808,0.0,CAL5107,0.0,0.0,0.0,3670.0,10363.2,10309.86,1654537834.69,1654537834.69
812,2022-06-06 09:10:00,8990cf,22.738632,118.178933,236.228405,237.707945,0.0,EVA871,0.0,0.0,0.0,NaN,10355.58,11064.24,1654506596.955,1654506596.955
813,2022-06-06 04:39:20,899102,22.990521,118.601685,230.242284,237.519766,0.0,CAL6981,0.0,0.0,0.0,NaN,10965.18,11689.08,1654490359.339,1654490359.755
814,2022-06-06 12:04:45,899108,22.837974,118.345401,217.659062,237.67386,0.0,CAL607,0.0,0.0,0.0,NaN,10454.64,11174.73,1654517084.5205,1654517084.7285
815,2022-06-06 03:09:00,89910a,22.370911,117.82196,232.250813,246.398719,0.0,CAL909,0.0,0.0,0.0,NaN,10538.46,11262.36,1654484939.823,1654484939.823
816,2022-06-06 18:32:00,899124,22.425889,117.654826,238.314205,250.602188,0.0,EVA6521,0.0,0.0,0.0,NaN,10012.68,10793.73,1654540304.397,1654540319.519
817,2022-06-06 04:46:25,8991a4,22.829269,118.330344,231.886453,237.598065,0.0,CAL5825,0.0,0.0,0.0,NaN,10584.18,11353.8,1654490784.646,1654490784.646
818,2022-06-06 09:48:00,8991a9,22.831545,118.334452,236.366725,246.881678,0.0,CAL919,0.0,0.0,0.0,5325.0,9037.32,9631.68,1654508879.892,1654508879.892
819,2022-06-06 15:46:35,8991b4,22.705063,118.122457,220.787818,244.339369,0.0,CAL613,0.0,0.0,0.0,NaN,8401.05,8934.45,1654530382.407,1654530382.407
820,2022-06-06 12:39:45,8991bf,22.733482,118.2655,210.330436,249.42213,0.0,CAL921,0.0,0.0,0.0,NaN,9437.37,10054.59,1654519184.837,1654519184.837
821,2022-06-06 04:08:40,a009a4,36.234833,-94.870834,243.310802,82.267899,0.0,AAL238,0.0,0.0,0.0,5745.0,11269.98,11574.78,1654488519.936,1654488519.936
822,2022-06-06 19:31:15,a00c80,42.034149,-80.530296,207.502121,213.690874,-0.32512,DAL2262,0.0,0.0,0.0,3322.0,9745.98,10012.68,1654543874.7545,1654543874.9275
823,2022-06-06 21:31:15,a01112,41.307838,-96.152718,257.073535,74.450196,0.0,AAL274,0.0,0.0,0.0,7313.0,10660.38,10919.46,1654551074.808,1654551074.8955
824,2022-06-06 20:24:15,a014c9,41.463086,-96.210725,262.288253,83.000693,0.0,AAL4,0.0,0.0,0.0,3344.0,10683.24,11170.92,1654547054.9115,1654547054.9115
825,2022-06-06 23:03:50,a01e78,34.721825,-117.180119,108.342688,237.054959,0.0,N1068K,0.0,0.0,0.0,NaN,3657.6,3802.38,1654556629.869,1654556629.869
826,2022-06-06 18:35:05,a01fee,41.564209,-96.107056,259.994827,84.06703,0.0,AAL238,0.0,0.0,0.0,3650.0,10668.0,11056.62,1654540504.799,1654540504.9055
827,2022-06-06 16:34:10,a02c40,40.276112,-95.879496,255.765084,73.656281,0.0,AAL118,0.0,0.0,0.0,1346.0,10066.02,10363.2,1654533249.433,1654533249.928
828,2022-06-06 01:33:25,a02c94,37.124161,-78.190545,255.35344,49.22872,0.0,DAL2411,0.0,0.0,0.0,2632.0,8583.93,8903.97,1654479204.814,1654479204.9185
829,2022-06-06 11:09:05,a02c94,37.022552,-80.309533,233.878598,227.404476,0.0,DAL447,0.0,0.0,0.0,4011.0,9582.15,9970.77,1654513744.9305,1654513744.9305
830,2022-06-06 16:27:20,a0311d,35.643373,-120.553738,190.288656,263.467863,-0.32512,DAL1210,0.0,0.0,0.0,3602.0,5760.72,6240.78,1654532645.163,1654532839.319
831,2022-06-06 22:59:40,a0311d,34.67363,-116.616286,158.756618,226.277396,-0.32512,DAL2385,0.0,0.0,0.0,NaN,4152.9,4351.02,1654556379.52,1654556379.991
832,2022-06-06 15:55:45,a03235,39.602898,-95.885089,254.1093,75.936077,0.0,AAL2,0.0,0.0,0.0,3113.0,10668.0,11125.2,1654530944.5485,1654530944.66
833,2022-06-06 09:20:55,a033ae,39.215767,-96.331021,259.290493,75.963757,0.0,AAL28,0.0,0.0,0.0,1041.0,8839.2,9113.52,1654507254.935,1654507254.935
834,2022-06-06 20:27:35,a037b2,41.622485,-79.995166,251.040765,102.817083,-0.32512,DAL1674,0.0,0.0,0.0,3557.0,8221.98,8481.06,1654547254.6205,1654547254.912
835,2022-06-06 12:54:05,a037b2,41.386476,-79.604702,244.836974,97.768727,0.0,DAL2550,0.0,0.0,0.0,3156.0,7913.37,8225.79,1654520044.823,1654520044.959
836,2022-06-06 16:41:20,a037b2,42.388321,-81.308856,213.102179,277.648637,-0.32512,DAL794,0.0,0.0,0.0,1626.0,8526.78,8770.62,1654533679.666,1654533679.857
837,2022-06-06 15:20:45,a03b6d,41.96283,-80.386223,204.303583,221.987109,0.0,DAL2571,0.0,0.0,0.0,3135.0,9368.79,9669.78,1654528844.6615,1654528844.7365
838,2022-06-06 08:26:00,a0428a,34.466672,-94.051208,252.795185,85.780905,0.0,AAL10,0.0,0.0,0.0,7377.0,10668.0,11178.54,1654503950.678,1654503959.816
839,2022-06-06 12:00:10,a04e00,41.852325,-80.436963,204.816561,248.973187,0.0,DAL556,0.0,0.0,0.0,1740.0,8785.86,9052.56,1654516809.779,1654516809.893
840,2022-06-06 13:27:50,a05410,41.797623,-80.313242,199.447756,212.988522,0.0,DAL1028,0.0,0.0,0.0,1544.0,9753.6,10005.06,1654522069.989,1654522069.989
841,2022-06-06 01:12:00,a05410,41.407284,-79.861408,254.323236,97.460566,-0.32512,DAL2613,0.0,0.0,0.0,1341.0,8663.94,8923.02,1654477919.992,1654477919.992
842,2022-06-06 15:45:30,a0563b,40.630328,-96.148254,269.474881,77.681838,0.0,DAL1095,0.0,0.0,0.0,7272.0,11277.6,11536.68,1654530329.888,1654530329.888
843,2022-06-06 02:13:50,a082fd,42.379761,-81.410065,200.104829,277.963787,0.0,DAL1410,0.0,0.0,0.0,1606.0,10226.04,10439.4,1654481629.539,1654481629.964
844,2022-06-06 14:16:35,a08a6b,35.231028,-119.770718,203.373587,139.280624,-0.32512,DAL2362,0.0,0.0,0.0,3222.0,5494.02,5737.86,1654524994.6315,1654524994.9255
845,2022-06-06 21:49:30,a09cfe,42.411621,-80.909563,202.558365,278.110393,-0.32512,DAL2613,0.0,0.0,0.0,1763.0,9136.38,9403.08,1654552169.782,1654552169.975
846,2022-06-06 01:15:35,a0ad1b,37.980958,-109.208376,258.773514,64.486135,0.0,UAL1952,0.0,0.0,0.0,7733.0,8961.12,9368.79,1654478134.551,1654478134.77
847,2022-06-06 21:37:35,a0ae33,35.620091,-120.573406,191.519701,264.69489,-0.32512,DAL1203,0.0,0.0,0.0,6325.0,5398.77,5657.85,1654551138.328,1654551236.01
848,2022-06-06 12:04:25,a0b1ea,41.420543,-79.86973,245.857411,98.081285,0.0,DAL551,0.0,0.0,0.0,3161.0,7620.0,7825.74,1654517064.876,1654517064.8815
849,2022-06-06 01:34:45,a0b6ea,35.760109,-121.061125,180.11047,318.106027,0.0,SKW5253,0.0,0.0,0.0,7726.0,5688.33,5958.84,1654479284.9675,1654479284.9675
850,2022-06-06 06:23:30,a0b6ea,35.166733,-116.32044,181.71237,48.498936,-0.32512,SKW5315,0.0,0.0,0.0,NaN,4594.86,4800.6,1654496564.193,1654496569.411
851,2022-06-06 16:17:45,a0b6ea,35.169657,-116.316776,182.636315,55.682211,-0.97536,SKW5716,0.0,0.0,0.0,NaN,4469.13,4659.63,1654532212.298,1654532212.298
